,0,1,2,3,4,5,6,7,8,9
0,0.0,0.9549902081489563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9571364521980286,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399861693382263
3,0.0,0.9549887776374817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.9590831995010376,0.0,0.0,0.0,0.0,0.0
5,0.9639924764633179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.9549895524978638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249811172485352,0.0,0.0
8,0.943737804889679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.9437333941459656,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.959080696105957,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526191353797913,0.0,0.0
12,0.0,0.0,0.9571316838264465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.9608584046363831,0.0,0.0,0.0,0.0,0.0,0.0
14,0.29167860746383667,0.0,0.0,0.6766353845596313,0.0,0.0,0.0,0.0,0.0,0.0
15,0.9526234865188599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.9699946045875549,0.0,0.0,0.0,0.0
17,0.9590818881988525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.38018327951431274,0.0,0.5419389605522156,0.0,0.0,0.0,0.0,0.0,0.0,0.04743514209985733
19,0.0,0.0,0.0,0.0,0.0,0.0,0.9699917435646057,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.9624898433685303,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590820074081421,0.0,0.0
22,0.0,0.0,0.9526201486587524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.9590795040130615,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.7184215188026428,0.0,0.0,0.0,0.0,0.0,0.24347332119941711,0.0
25,0.0,0.9624905586242676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.4234297275543213,0.0,0.0,0.0,0.0,0.5432277321815491,0.0,0.0,0.0,0.0
27,0.0,0.0,0.07990296185016632,0.0,0.0,0.0,0.0,0.0,0.886755645275116,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9571326971054077,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.963991641998291,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.4755878150463104,0.0,0.46725431084632874,0.0,0.0
31,0.0,0.0,0.9526191353797913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526216387748718,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307606220245361
34,0.0,0.0,0.0,0.0,0.0,0.0,0.9590799808502197,0.0,0.0,0.0
35,0.0,0.9470475316047668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.4259297847747803,0.0,0.29223066568374634,0.0,0.0,0.0,0.0,0.0,0.0,0.2592529356479645
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549897909164429
38,0.0,0.0,0.9356992840766907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.06596221774816513,0.0,0.0,0.0,0.8919214010238647,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.947046160697937,0.0,0.0,0.0,0.0,0.0
41,0.9526210427284241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181649684906006,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624904990196228
44,0.9437375068664551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9608626365661621,0.0
46,0.0,0.0,0.31149566173553467,0.0,0.0,0.0,0.6384939551353455,0.0,0.0,0.0
47,0.0,0.0,0.9249805808067322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.14055849611759186,0.0,0.0,0.0,0.0,0.8318499326705933,0.0,0.0,0.0
49,0.0,0.0,0.0,0.9518241882324219,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.9571316838264465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.963991641998291,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.5651355385780334,0.0,0.0,0.39485427737236023,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9470475316047668,0.0,0.0
54,0.0,0.768926739692688,0.0,0.0,0.0,0.18400217592716217,0.0,0.0,0.0,0.0
55,0.9437369704246521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.5238229632377625,0.0,0.0,0.0,0.0,0.42616546154022217,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.9549897909164429,0.0,0.0,0.0,0.0
58,0.4051721692085266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548179745674133
59,0.0,0.0,0.0,0.9526206851005554,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.9399861097335815,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.9526188373565674,0.0,0.0,0.0,0.0,0.0,0.0
62,0.9526209831237793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.4443082809448242,0.513576328754425,0.0,0.0,0.0
64,0.9499916434288025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526167511940002
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947044849395752,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.4190734326839447,0.0,0.0,0.5428223013877869
68,0.0,0.0,0.0,0.9653775691986084,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9470507502555847,0.0,0.0
70,0.0,0.36851853132247925,0.0,0.0,0.5781348347663879,0.0,0.0,0.0,0.0,0.0
71,0.0,0.9437317252159119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.9639911651611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.43787574768066406,0.0,0.5287817120552063,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9356981515884399
75,0.6927289366722107,0.0,0.0,0.2651546597480774,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.952620267868042,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.9549868702888489,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.9571349620819092,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.9399870038032532,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.8332124352455139,0.0,0.0,0.0,0.0,0.13199661672115326,0.0
